credit_score,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited,geography_germany,geography_spain,gender_male,low_engagement,inactive_with_products,activity_score,low_balance_ratio,high_salary_low_balance,poor_credit_for_age,stagnant_relationship,dormant_client,products_per_year,high_churn_risk,disengaged_client,young_inactive,senior_inactive,valuable_but_disengaged,value_engagement_ratio,age_tenure_interaction,balance_activity_interaction,salary_products_interaction,tenure_squared,age_cubed
614,39,6,0.0,2,1,1,164018.98,0,0.0,1.0,0.0,0,0,2.5,1,1,0,0,0,0.3278688524590164,0,0,0,0,0,63.08422307692308,234,0.0,328037.96,36,59319
606,40,6,119501.88,2,1,0,46774.94,0,0.0,0.0,1.0,0,1,1.5,0,0,0,0,1,0.3278688524590164,0,0,0,0,0,103.9230125,240,179252.82,93549.88,36,64000
700,39,5,144550.83,2,1,1,189664.43,0,1.0,0.0,0.0,0,0,2.5,0,0,0,0,0,0.3921568627450981,0,0,0,0,0,128.54433076923078,195,361377.07499999995,379328.86,25,59319
677,34,4,126729.41,1,1,1,26106.39,1,1.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.24390243902439027,0,0,0,0,0,65.03651063829787,136,285141.1725,26106.39,16,39304
850,36,5,119984.07,1,1,0,191535.11,1,1.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.19607843137254904,0,0,0,0,0,230.75494814814815,180,149980.08750000002,191535.11,25,46656
564,35,4,0.0,1,1,0,158937.55,0,0.0,0.0,1.0,1,0,1.25,1,1,1,1,1,0.24390243902439027,1,0,0,0,0,117.73151851851851,140,0.0,158937.55,16,42875
771,56,2,0.0,1,1,1,25222.6,1,0.0,1.0,0.0,0,0,2.25,1,0,0,0,0,0.47619047619047616,0,0,0,0,0,10.733021276595744,112,0.0,25222.6,4,175616
620,42,9,121490.05,1,1,1,29296.74,0,0.0,1.0,1.0,0,0,2.25,0,0,0,1,0,0.10989010989010989,0,0,0,0,0,64.16459148936171,378,273352.6125,29296.74,81,74088
610,46,5,91897.8,1,1,0,54394.28,0,0.0,1.0,1.0,1,0,1.25,0,0,0,1,1,0.19607843137254904,1,0,0,0,0,108.36450370370372,230,114872.25,54394.28,25,97336
609,39,2,139443.75,2,1,0,9234.06,0,0.0,1.0,1.0,0,1,1.5,0,0,0,0,1,0.9523809523809523,0,0,0,0,0,92.92363125,78,209165.625,18468.12,4,59319
683,35,5,144961.97,1,0,1,26796.73,0,1.0,0.0,1.0,0,0,1.25,0,0,0,1,0,0.19607843137254904,0,0,0,0,0,127.22866666666667,175,181202.4625,26796.73,25,42875
633,42,3,126041.02,1,0,1,11796.89,0,1.0,0.0,1.0,0,0,1.25,0,0,0,1,0,0.3225806451612903,0,0,0,0,0,102.10215555555556,126,157551.275,11796.89,9,74088
676,28,1,69459.05,2,1,1,128461.29,0,1.0,0.0,1.0,0,0,2.5,0,0,0,0,0,1.8181818181818181,0,0,0,0,0,76.12320769230769,28,173647.625,256922.58,1,21952
693,38,6,198338.77,2,1,1,14278.18,0,0.0,0.0,1.0,0,0,2.5,0,0,0,0,0,0.3278688524590164,0,0,0,0,0,81.77574999999999,228,495846.925,28556.36,36,54872
709,36,0,0.0,2,1,0,46811.77,0,0.0,0.0,1.0,0,1,1.5,1,0,0,0,1,20.0,0,0,0,0,0,29.257356249999997,0,0.0,93623.54,0,46656
569,35,2,109196.66,3,1,0,109393.19,1,1.0,0.0,1.0,0,1,1.75,0,0,1,0,1,1.4285714285714286,0,0,0,0,0,118.15667567567567,70,191094.155,328179.57,4,42875
684,38,3,134168.5,3,1,0,3966.5,1,0.0,1.0,0.0,0,1,1.75,0,0,0,0,1,0.9677419354838709,0,0,0,0,0,74.66756756756757,114,234794.875,11899.5,9,54872
565,34,6,0.0,1,1,1,63173.64,0,0.0,0.0,1.0,0,0,2.25,1,0,1,1,0,0.1639344262295082,0,0,0,0,0,26.8824,204,0.0,63173.64,36,39304
681,29,8,0.0,1,1,0,66367.33,0,0.0,0.0,1.0,1,0,1.25,1,0,0,1,1,0.1234567901234568,1,0,1,0,0,49.16098518518519,232,0.0,66367.33,64,24389
503,36,9,0.0,2,1,1,16274.67,0,0.0,1.0,0.0,0,0,2.5,1,0,1,0,0,0.21978021978021978,0,0,0,0,0,6.259488461538462,324,0.0,32549.34,81,46656
656,40,2,0.0,2,1,1,180553.48,0,0.0,0.0,1.0,0,0,2.5,1,1,0,0,0,0.9523809523809523,0,0,0,0,0,69.44364615384616,80,0.0,361106.96,4,64000
566,65,4,120100.41,1,1,0,107563.16,1,1.0,0.0,1.0,1,0,1.25,0,0,1,1,1,0.24390243902439027,0,0,0,1,0,168.6396814814815,260,150125.5125,107563.16,16,274625
592,62,5,0.0,1,1,1,100941.57,0,0.0,0.0,0.0,0,0,2.25,1,0,1,1,0,0.19607843137254904,0,0,0,0,0,42.95385957446809,310,0.0,100941.57,25,238328
687,50,5,0.0,2,1,0,110230.4,0,0.0,1.0,0.0,0,1,1.5,1,0,0,0,1,0.3921568627450981,0,0,0,0,0,68.89399999999999,250,0.0,220460.8,25,125000
686,22,8,0.0,2,0,0,142331.85,0,0.0,1.0,1.0,0,1,0.5,1,0,0,0,0,0.2469135802469136,0,1,1,0,0,237.21975,176,0.0,284663.7,64,10648
616,30,2,0.0,2,1,0,199099.51,0,0.0,1.0,1.0,0,1,1.5,1,1,0,0,1,0.9523809523809523,0,0,0,0,0,124.43719375,60,0.0,398199.02,4,27000
494,67,5,0.0,2,1,1,85890.16,0,0.0,1.0,1.0,0,0,2.5,1,0,1,0,0,0.3921568627450981,0,0,0,0,0,33.03467692307692,335,0.0,171780.32,25,300763
534,38,3,0.0,1,0,0,143938.27,0,0.0,0.0,1.0,1,0,0.25,1,0,1,1,0,0.3225806451612903,1,1,0,0,0,411.25219999999996,114,0.0,143938.27,9,54872
695,31,8,0.0,2,0,1,131644.41,0,0.0,1.0,0.0,0,0,1.5,1,0,0,0,0,0.2469135802469136,0,0,0,0,0,82.27775625,248,0.0,263288.82,64,29791
579,31,9,0.0,2,1,0,112395.98,0,0.0,1.0,0.0,0,1,1.5,1,0,1,0,1,0.21978021978021978,0,0,0,0,0,70.24748749999999,279,0.0,224791.96,81,29791
432,38,2,135559.8,2,1,1,71856.3,0,1.0,0.0,1.0,0,0,2.5,0,0,1,0,0,0.9523809523809523,0,0,0,0,0,79.77542307692306,76,338899.5,143712.6,4,54872
816,25,2,150355.35,2,1,1,35770.84,0,1.0,0.0,0.0,0,0,2.5,0,0,0,0,0,0.9523809523809523,0,0,0,0,0,71.58699615384616,50,375888.375,71541.68,4,15625
730,37,1,0.0,2,1,1,124364.63,0,0.0,0.0,0.0,0,0,2.5,1,0,0,0,0,1.8181818181818181,0,0,0,0,0,47.832550000000005,37,0.0,248729.26,1,50653
593,35,6,133489.12,2,1,1,78101.29,0,0.0,0.0,0.0,0,0,2.5,0,0,1,0,0,0.3278688524590164,0,0,0,0,0,81.38092692307691,210,333722.8,156202.58,36,42875
715,37,9,105489.31,1,0,0,143096.49,1,1.0,0.0,0.0,1,0,0.25,0,0,0,1,0,0.10989010989010989,0,1,0,0,0,710.2451428571428,333,26372.3275,143096.49,81,50653
775,25,10,60205.2,2,1,0,14073.11,0,1.0,0.0,1.0,0,1,1.5,0,0,0,0,1,0.19801980198019803,0,0,1,0,0,46.42394375,250,90307.79999999999,28146.22,100,15625
539,38,5,0.0,2,1,0,47388.41,0,0.0,0.0,1.0,0,1,1.5,1,0,1,0,1,0.3921568627450981,0,0,0,0,0,29.617756250000003,190,0.0,94776.82,25,54872
576,19,6,0.0,2,0,0,72306.07,0,0.0,1.0,1.0,0,1,0.5,1,0,0,0,0,0.3278688524590164,0,1,1,0,0,120.51011666666668,114,0.0,144612.14,36,6859
617,50,7,0.0,1,1,0,184839.7,1,0.0,1.0,1.0,1,0,1.25,1,1,0,1,1,0.14084507042253522,1,0,0,0,0,136.91829629629632,350,0.0,184839.7,49,125000
688,40,6,0.0,1,1,1,47886.44,0,0.0,0.0,1.0,0,0,2.25,1,0,0,1,0,0.1639344262295082,0,0,0,0,0,20.377208510638297,240,0.0,47886.44,36,64000
608,33,4,0.0,1,0,1,130474.03,0,0.0,0.0,1.0,0,0,1.25,1,0,0,1,0,0.24390243902439027,0,0,0,0,0,96.64742962962963,132,0.0,130474.03,16,35937
597,35,9,0.0,3,0,1,73181.39,1,0.0,1.0,1.0,0,0,1.75,1,0,1,0,0,0.32967032967032966,0,0,0,0,0,39.55750810810811,315,0.0,219544.16999999998,81,42875
670,42,6,112333.63,1,1,1,65706.86,0,0.0,0.0,0.0,0,0,2.25,0,0,0,1,0,0.1639344262295082,0,0,0,0,0,75.76191063829786,252,252750.6675,65706.86,36,74088
616,57,7,116936.81,1,1,1,104379.36,0,1.0,0.0,0.0,0,0,2.25,0,0,0,1,0,0.14084507042253522,0,0,0,0,0,94.17709361702127,399,263107.8225,104379.36,49,185193
579,50,5,117721.02,1,0,1,192146.63,1,1.0,0.0,0.0,0,0,1.25,0,0,1,1,0,0.19607843137254904,0,0,0,0,0,229.5315925925926,250,147151.275,192146.63,25,125000
786,37,7,165896.22,2,1,1,66977.68,0,0.0,0.0,1.0,0,0,2.5,0,0,0,0,0,0.28169014084507044,0,0,0,0,0,89.56688461538461,259,414740.55,133955.36,49,50653
704,44,9,153656.85,1,1,0,158742.81,0,0.0,1.0,0.0,1,0,1.25,0,0,0,1,1,0.10989010989010989,0,0,0,0,1,231.4071555555556,396,192071.0625,158742.81,81,85184
796,50,1,94164.0,1,1,1,189414.74,0,0.0,0.0,0.0,0,0,2.25,0,1,0,0,0,0.9090909090909091,0,0,0,0,0,120.67180425531915,50,211869.0,189414.74,1,125000
598,39,1,0.0,2,1,0,159130.32,0,0.0,1.0,1.0,0,1,1.5,1,1,1,0,1,1.8181818181818181,0,0,0,0,0,99.45645,39,0.0,318260.64,1,59319
602,49,0,191808.73,1,0,0,97640.2,0,0.0,0.0,1.0,1,0,0.25,0,0,0,0,0,10.0,0,0,0,0,0,826.9969428571428,0,47952.1825,97640.2,0,117649
619,58,5,152199.33,1,1,1,86022.09,0,0.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.19607843137254904,0,0,0,0,0,101.3708170212766,290,342448.4925,86022.09,25,195112
492,52,8,125396.24,1,1,0,10014.72,1,1.0,0.0,0.0,1,0,1.25,0,0,1,1,1,0.1234567901234568,0,0,0,0,0,100.3044148148148,416,156745.30000000002,10014.72,64,140608
641,41,7,104405.54,3,1,0,17384.21,0,1.0,0.0,1.0,0,1,1.75,0,0,0,0,1,0.4225352112676057,0,0,0,0,0,65.8322972972973,287,182709.69499999998,52152.63,49,68921
518,27,1,133801.49,1,1,1,143315.57,0,0.0,0.0,0.0,0,0,2.25,0,0,0,0,0,0.9090909090909091,0,0,0,0,0,117.92215319148936,27,301053.3525,143315.57,1,19683
623,40,4,0.0,3,1,0,31669.18,0,0.0,1.0,0.0,0,1,1.75,1,0,0,0,1,0.7317073170731708,0,0,0,0,0,17.118475675675676,160,0.0,95007.54000000001,16,64000
733,28,5,0.0,2,0,0,12761.16,0,0.0,0.0,0.0,0,1,0.5,1,0,0,0,0,0.3921568627450981,0,1,1,0,0,21.2686,140,0.0,25522.32,25,21952
625,42,6,100047.33,1,1,0,93429.95,0,1.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.1639344262295082,0,0,0,0,0,143.31650370370372,252,125059.1625,93429.95,36,74088
759,31,1,109848.6,1,1,1,42012.55,0,0.0,0.0,0.0,0,0,2.25,0,0,0,0,0,0.9090909090909091,0,0,0,0,0,64.62176595744681,31,247159.35,42012.55,1,29791
604,32,7,127849.38,1,1,0,15798.7,0,0.0,0.0,0.0,1,0,1.25,0,0,0,1,1,0.14084507042253522,0,0,0,0,0,106.4059851851852,224,159811.725,15798.7,49,32768
512,46,3,0.0,2,1,1,56408.14,0,0.0,1.0,0.0,0,0,2.5,1,0,1,0,0,0.6451612903225806,0,0,0,0,0,21.695438461538462,138,0.0,112816.28,9,97336
520,29,8,95947.76,1,1,0,4696.44,0,0.0,0.0,0.0,1,0,1.25,0,0,0,1,1,0.1234567901234568,1,0,1,0,0,74.55125925925925,232,119934.7,4696.44,64,24389
805,26,2,0.0,2,1,1,25042.1,0,0.0,1.0,1.0,0,0,2.5,1,0,0,0,0,0.9523809523809523,0,0,0,0,0,9.631576923076922,52,0.0,50084.2,4,17576
626,43,4,137638.69,1,1,0,130442.08,1,0.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.24390243902439027,0,0,0,0,1,198.57834814814817,172,172048.3625,130442.08,16,79507
656,38,10,0.0,1,1,1,136521.82,0,0.0,0.0,1.0,0,0,2.25,1,0,0,1,0,0.09900990099009901,0,0,0,0,0,58.094391489361705,380,0.0,136521.82,100,54872
785,41,4,0.0,2,1,1,199108.88,0,0.0,1.0,1.0,0,0,2.5,1,1,0,0,0,0.48780487804878053,0,0,0,0,0,76.58033846153846,164,0.0,398217.76,16,68921
553,31,6,0.0,2,0,0,124596.63,0,0.0,0.0,1.0,0,1,0.5,1,0,1,0,0,0.3278688524590164,0,1,0,0,0,207.66105000000002,186,0.0,249193.26,36,29791
569,44,4,0.0,2,0,0,134394.78,0,0.0,0.0,0.0,0,1,0.5,1,0,1,0,0,0.48780487804878053,0,1,0,0,0,223.9913,176,0.0,268789.56,16,85184
670,38,10,89416.99,1,0,0,144275.39,0,0.0,0.0,1.0,1,0,0.25,0,0,0,1,0,0.09900990099009901,1,1,0,0,0,667.6925142857143,380,22354.2475,144275.39,100,54872
586,42,6,0.0,2,1,1,123410.23,0,0.0,1.0,1.0,0,0,2.5,1,0,1,0,0,0.3278688524590164,0,0,0,0,0,47.465473076923075,252,0.0,246820.46,36,74088
617,45,1,0.0,1,1,0,143298.06,0,0.0,1.0,0.0,1,0,1.25,1,0,0,0,1,0.9090909090909091,1,0,0,0,0,106.1467111111111,45,0.0,143298.06,1,91125
508,60,7,143262.04,1,1,1,129562.74,0,0.0,0.0,0.0,0,0,2.25,0,0,1,1,0,0.14084507042253522,0,0,0,0,0,116.0956510638298,420,322339.59,129562.74,49,216000
624,35,7,119656.45,2,1,1,4595.05,0,0.0,1.0,0.0,0,0,2.5,0,0,0,0,0,0.28169014084507044,0,0,0,0,0,47.78903846153846,245,299141.125,9190.1,49,42875
654,29,4,132954.64,1,1,1,146715.07,0,0.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.24390243902439027,0,0,0,0,0,119.00838723404256,116,299147.94000000006,146715.07,16,24389
681,44,4,105206.7,2,1,1,163558.36,0,1.0,0.0,0.0,0,0,2.5,0,0,0,0,0,0.48780487804878053,0,0,0,0,0,103.37117692307692,176,263016.75,327116.72,16,85184
578,28,4,0.0,2,0,0,6947.09,0,0.0,1.0,1.0,0,1,0.5,1,0,0,0,0,0.48780487804878053,0,1,1,0,0,11.578483333333333,112,0.0,13894.18,16,21952
621,37,9,83061.26,2,1,0,9170.54,0,0.0,1.0,0.0,0,1,1.5,0,0,0,0,1,0.21978021978021978,0,0,0,0,0,57.64487499999999,333,124591.88999999998,18341.08,81,50653
632,40,5,147650.68,1,1,1,199674.83,0,0.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.19607843137254904,0,0,0,0,0,147.79808936170213,200,332214.02999999997,199674.83,25,64000
644,44,5,73348.56,1,1,0,157166.79,1,0.0,0.0,1.0,1,0,1.25,0,1,0,1,1,0.19607843137254904,1,0,0,0,0,170.7521111111111,220,91685.7,157166.79,25,85184
821,28,2,0.0,2,1,0,46072.52,0,0.0,0.0,1.0,0,1,1.5,1,0,0,0,1,0.9523809523809523,0,0,1,0,0,28.795325,56,0.0,92145.04,4,21952
754,38,2,0.0,2,0,0,3524.69,0,0.0,0.0,0.0,0,1,0.5,1,0,0,0,0,0.9523809523809523,0,1,0,0,0,5.874483333333333,76,0.0,7049.38,4,54872
568,27,1,116320.68,1,0,1,45563.94,0,0.0,1.0,0.0,0,0,1.25,0,0,0,0,0,0.9090909090909091,0,0,0,0,0,119.91453333333332,27,145400.84999999998,45563.94,1,19683
584,33,6,0.0,2,0,1,59103.13,0,0.0,0.0,1.0,0,0,1.5,1,0,1,0,0,0.3278688524590164,0,0,0,0,0,36.93945625,198,0.0,118206.26,36,35937
549,29,8,0.0,2,1,1,189558.44,0,0.0,0.0,0.0,0,0,2.5,1,1,0,0,0,0.2469135802469136,0,0,0,0,0,72.90709230769231,232,0.0,379116.88,64,24389
729,38,7,0.0,2,0,0,45779.9,0,0.0,0.0,0.0,0,1,0.5,1,0,0,0,0,0.28169014084507044,0,1,0,0,0,76.29983333333334,266,0.0,91559.8,49,54872
523,61,8,66250.71,1,1,1,21859.06,0,0.0,0.0,1.0,0,0,2.25,0,0,1,1,0,0.1234567901234568,0,0,0,0,0,37.49351914893617,488,149064.0975,21859.06,64,226981
477,24,2,95675.62,2,0,0,162699.7,1,1.0,0.0,0.0,0,1,0.5,0,1,0,0,0,0.9523809523809523,0,1,1,0,0,430.62553333333335,48,47837.81,325399.4,4,13824
675,42,2,92616.64,2,1,0,8567.18,0,1.0,0.0,1.0,0,1,1.5,0,0,0,0,1,0.9523809523809523,0,0,0,0,0,63.2398875,84,138924.96,17134.36,4,74088
782,41,4,0.0,1,1,0,132943.88,0,0.0,1.0,0.0,1,0,1.25,1,0,0,1,1,0.24390243902439027,1,0,0,0,0,98.47694814814815,164,0.0,132943.88,16,68921
616,36,6,0.0,1,1,1,12916.32,1,0.0,1.0,0.0,0,0,2.25,1,0,0,1,0,0.1639344262295082,0,0,0,0,0,5.496306382978723,216,0.0,12916.32,36,46656
738,37,8,100565.94,1,1,1,128799.86,0,0.0,1.0,0.0,0,0,2.25,0,0,0,1,0,0.1234567901234568,0,0,0,0,0,97.60246808510638,296,226273.365,128799.86,64,50653
717,42,4,190305.78,1,1,0,99347.8,1,0.0,1.0,0.0,1,0,1.25,0,0,0,1,1,0.24390243902439027,0,0,0,0,0,214.55820740740742,168,237882.225,99347.8,16,74088
526,35,9,118536.4,1,1,0,40980.87,1,1.0,0.0,0.0,1,0,1.25,0,0,1,1,1,0.10989010989010989,0,0,0,0,0,118.16094074074073,315,148170.5,40980.87,81,42875
660,19,5,127649.64,1,1,1,40368.65,0,0.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.19607843137254904,0,0,0,0,0,71.49714468085106,95,287211.69,40368.65,25,6859
525,35,7,165358.77,1,0,1,94738.54,0,0.0,0.0,1.0,0,0,1.25,0,0,1,1,0,0.14084507042253522,0,0,0,0,0,192.66467407407407,245,206698.4625,94738.54,49,42875
629,29,6,0.0,2,1,1,88842.8,0,0.0,1.0,1.0,0,0,2.5,1,0,0,0,0,0.3278688524590164,0,0,0,0,0,34.170307692307695,174,0.0,177685.6,36,24389
616,36,10,78249.53,1,1,0,136934.91,0,1.0,0.0,0.0,1,0,1.25,0,0,0,1,1,0.09900990099009901,1,0,0,0,0,159.3958814814815,360,97811.9125,136934.91,100,46656
521,61,0,125193.96,1,1,1,109356.53,0,1.0,0.0,0.0,0,0,2.25,0,0,1,0,0,10.0,0,0,0,0,0,99.80871914893616,0,281686.41000000003,109356.53,0,226981
691,29,9,0.0,2,0,0,199635.93,0,0.0,0.0,0.0,0,1,0.5,1,1,0,0,0,0.21978021978021978,0,1,1,0,0,332.72655,261,0.0,399271.86,81,24389
687,41,2,154007.21,1,1,0,158408.23,0,1.0,0.0,0.0,1,0,1.25,0,0,0,0,1,0.47619047619047616,0,0,0,0,1,231.41884444444446,82,192509.01249999998,158408.23,4,68921
677,43,3,133214.88,2,1,1,95936.84,0,0.0,1.0,0.0,0,0,2.5,0,0,0,0,0,0.6451612903225806,0,0,0,0,0,88.13527692307693,129,333037.2,191873.68,9,79507
695,63,1,146202.93,1,1,1,126688.83,1,0.0,1.0,1.0,0,0,2.25,0,0,0,0,0,0.9090909090909091,0,0,0,0,0,116.12415319148937,63,328956.59249999997,126688.83,1,250047
663,27,9,0.0,2,1,0,150850.29,0,0.0,0.0,0.0,0,1,1.5,1,1,0,0,1,0.21978021978021978,0,0,1,0,0,94.28143125000001,243,0.0,301700.58,81,19683
496,30,0,90963.49,1,0,1,27802.0,0,0.0,0.0,1.0,0,0,1.25,0,0,0,0,0,10.0,0,0,0,0,0,87.97443703703703,0,113704.3625,27802.0,0,27000
747,41,9,0.0,1,1,0,32430.94,1,0.0,1.0,1.0,1,0,1.25,1,0,0,1,1,0.10989010989010989,1,0,0,0,0,24.022918518518516,369,0.0,32430.94,81,68921
546,52,2,0.0,1,1,0,137332.37,1,0.0,0.0,0.0,1,0,1.25,1,0,1,0,1,0.47619047619047616,1,0,0,0,0,101.72768148148148,104,0.0,137332.37,4,140608
706,68,7,114386.85,1,1,1,28601.68,0,0.0,1.0,1.0,0,0,2.25,0,0,0,1,0,0.14084507042253522,0,0,0,0,0,60.846182978723405,476,257370.4125,28601.68,49,314432
472,26,5,0.0,2,1,0,108411.66,0,0.0,0.0,0.0,0,1,1.5,1,0,0,0,1,0.3921568627450981,0,0,1,0,0,67.7572875,130,0.0,216823.32,25,17576
703,40,7,0.0,2,0,1,122518.5,0,0.0,0.0,0.0,0,0,1.5,1,0,0,0,0,0.28169014084507044,0,0,0,0,0,76.5740625,280,0.0,245037.0,49,64000
850,38,2,0.0,2,1,0,9015.07,0,0.0,0.0,0.0,0,1,1.5,1,0,0,0,1,0.9523809523809523,0,0,0,0,0,5.63441875,76,0.0,18030.14,4,54872
667,71,4,137260.78,1,0,1,94433.08,1,0.0,1.0,1.0,0,0,1.25,0,0,0,1,0,0.24390243902439027,0,0,0,0,0,171.62508148148146,284,171575.975,94433.08,16,357911
559,33,9,111060.05,2,1,0,110371.84,0,0.0,0.0,1.0,0,1,1.5,0,0,1,0,1,0.21978021978021978,0,0,0,0,0,138.39493125,297,166590.075,220743.68,81,35937
636,60,7,124447.73,1,1,1,141364.62,1,0.0,1.0,1.0,0,0,2.25,0,0,0,1,0,0.14084507042253522,0,0,0,0,0,113.11163829787233,420,280007.3925,141364.62,49,216000
672,34,8,0.0,2,1,1,16245.25,0,0.0,0.0,0.0,0,0,2.5,1,0,0,0,0,0.2469135802469136,0,0,0,0,0,6.248173076923077,272,0.0,32490.5,64,39304
667,42,7,0.0,1,0,1,108348.94,1,0.0,0.0,1.0,0,0,1.25,1,0,0,1,0,0.14084507042253522,0,0,0,0,0,80.25847407407407,294,0.0,108348.94,49,74088
648,33,7,135310.41,2,0,1,171668.2,0,1.0,0.0,1.0,0,0,1.5,0,0,0,0,0,0.28169014084507044,0,0,0,0,0,191.86163125,231,202965.615,343336.4,49,35937
497,32,8,0.0,2,1,0,67364.42,0,0.0,0.0,1.0,0,1,1.5,1,0,1,0,1,0.2469135802469136,0,0,0,0,0,42.1027625,256,0.0,134728.84,64,32768
743,73,6,0.0,2,0,1,107867.38,0,0.0,0.0,0.0,0,0,1.5,1,0,0,0,0,0.3278688524590164,0,0,0,0,0,67.4171125,438,0.0,215734.76,36,389017
619,29,5,0.0,2,1,0,194310.1,0,0.0,0.0,1.0,0,1,1.5,1,1,0,0,1,0.3921568627450981,0,0,1,0,0,121.4438125,145,0.0,388620.2,25,24389
639,34,5,139393.19,2,0,0,33950.08,0,0.0,1.0,1.0,0,1,0.5,0,0,0,0,0,0.3921568627450981,0,1,0,0,0,288.90545000000003,170,69696.595,67900.16,25,39304
540,28,8,0.0,2,0,0,197588.32,0,0.0,1.0,1.0,0,1,0.5,1,1,0,0,0,0.2469135802469136,0,1,1,0,0,329.3138666666667,224,0.0,395176.64,64,21952
766,26,3,104258.8,1,1,1,428.23,0,0.0,0.0,0.0,0,0,2.25,0,0,0,1,0,0.3225806451612903,0,0,0,0,0,44.54767234042553,78,234582.30000000002,428.23,9,17576
749,26,6,0.0,2,0,1,34948.77,0,0.0,0.0,0.0,0,0,1.5,1,0,0,0,0,0.3278688524590164,0,0,0,0,0,21.842981249999998,156,0.0,69897.54,36,17576
655,32,9,113447.01,1,1,0,82084.3,0,1.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.10989010989010989,0,0,0,0,0,144.83800740740742,288,141808.76249999998,82084.3,81,32768
630,33,9,0.0,2,1,0,64804.59,0,0.0,0.0,1.0,0,1,1.5,1,0,0,0,1,0.21978021978021978,0,0,0,0,0,40.50286875,297,0.0,129609.18,81,35937
778,33,4,111063.73,2,1,0,83556.65,0,1.0,0.0,0.0,0,1,1.5,0,0,0,0,1,0.48780487804878053,0,0,0,0,0,121.6377375,132,166595.595,167113.3,16,35937
757,30,6,161378.02,1,0,0,71926.28,1,1.0,0.0,0.0,1,0,0.25,0,0,0,1,0,0.1639344262295082,0,1,0,0,0,666.5837142857142,180,40344.505,71926.28,36,27000
529,39,2,82766.43,1,1,1,122925.44,0,0.0,1.0,0.0,0,0,2.25,0,0,1,0,0,0.47619047619047616,0,0,0,0,0,87.52845531914893,78,186224.46749999997,122925.44,4,59319
620,29,9,0.0,2,1,0,13133.88,0,0.0,1.0,1.0,0,1,1.5,1,0,0,0,1,0.21978021978021978,0,0,1,0,0,8.208675,261,0.0,26267.76,81,24389
615,61,1,104267.7,1,1,0,62845.64,1,0.0,0.0,0.0,1,0,1.25,0,0,0,0,1,0.9090909090909091,0,0,0,1,0,123.78765925925926,61,130334.625,62845.64,1,226981
735,25,3,91718.8,1,0,0,28411.23,0,0.0,0.0,0.0,1,0,0.25,0,0,0,1,0,0.3225806451612903,1,1,1,0,0,343.2286571428571,75,22929.7,28411.23,9,15625
705,47,3,63488.7,1,0,1,28640.92,1,0.0,1.0,0.0,0,0,1.25,0,0,0,1,0,0.3225806451612903,0,0,0,0,0,68.24416296296296,141,79360.875,28640.92,9,103823
644,46,6,12459.19,1,0,0,156787.34,1,0.0,1.0,0.0,1,0,0.25,1,1,0,1,0,0.1639344262295082,1,1,0,0,0,483.5615142857143,276,3114.7975,156787.34,36,97336
505,37,6,159863.9,2,0,1,125307.87,0,1.0,0.0,0.0,0,0,1.5,0,0,1,0,0,0.3278688524590164,0,0,0,0,0,178.23235625,222,239795.84999999998,250615.74,36,50653
471,23,6,104592.55,2,1,0,131736.23,0,1.0,0.0,1.0,0,1,1.5,0,0,0,0,1,0.3278688524590164,0,0,1,0,0,147.7054875,138,156888.825,263472.46,36,12167
722,50,3,132088.59,1,1,1,128262.14,0,0.0,1.0,0.0,0,0,2.25,0,0,0,1,0,0.3225806451612903,0,0,0,0,0,110.78754468085106,150,297199.3275,128262.14,9,125000
577,39,4,0.0,2,1,0,91366.42,0,0.0,1.0,0.0,0,1,1.5,1,0,1,0,1,0.48780487804878053,0,0,0,0,0,57.104012499999996,156,0.0,182732.84,16,59319
744,44,5,120654.68,1,1,0,82290.81,0,0.0,1.0,1.0,1,0,1.25,0,0,0,1,1,0.19607843137254904,0,0,0,0,0,150.3299925925926,220,150818.34999999998,82290.81,25,85184
573,30,6,0.0,2,1,0,66190.21,0,0.0,0.0,0.0,0,1,1.5,1,0,0,0,1,0.3278688524590164,0,0,0,0,0,41.36888125,180,0.0,132380.42,36,27000
653,32,4,83772.95,1,0,1,23920.65,0,0.0,0.0,0.0,0,0,1.25,0,0,0,1,0,0.24390243902439027,0,0,0,0,0,79.77303703703704,128,104716.1875,23920.65,16,32768
660,31,6,172325.67,1,0,1,45438.38,0,0.0,0.0,0.0,0,0,1.25,0,0,0,1,0,0.1639344262295082,0,0,0,0,0,161.3067037037037,186,215407.08750000002,45438.38,36,29791
787,46,7,117685.31,2,1,1,93360.35,0,0.0,0.0,1.0,0,0,2.5,0,0,0,0,0,0.28169014084507044,0,0,0,0,0,81.1714076923077,322,294213.275,186720.7,49,97336
